unitid,institution,year,state,county,fips,n_pell,per_pell,undergrad_headcount
215479,Joseph F McCloskey School of Nursing,2021,Pennsylvania,Schuylkill County,"Schuylkill County, PA",29,48,46
215530,The Salon Professional Academy-Altoona,2021,Pennsylvania,Blair County,"Blair County, PA",30,28,153
215585,Reading Area Community College,2021,Pennsylvania,Berks County,"Berks County, PA",1931,49,2791
215594,Reading Hospital School of Health Sciences,2021,Pennsylvania,Berks County,"Berks County, PA",101,33,183
215619,Reconstructionist Rabbinical College,2021,Pennsylvania,Montgomery County,"Montgomery County, PA",,,540
215637,Walnut Hill College,2021,Pennsylvania,Philadelphia County,"Philadelphia County, PA",109,63,298
215655,Robert Morris University,2021,Pennsylvania,Allegheny County,"Allegheny County, PA",904,27,94
215682,Rosedale Technical College,2021,Pennsylvania,Allegheny County,"Allegheny County, PA",177,46,368
215691,Rosemont College,2021,Pennsylvania,Montgomery County,"Montgomery County, PA",179,37,6751
215743,Saint Francis University,2021,Pennsylvania,Cambria County,"Cambria County, PA",469,21,1578
215770,Saint Joseph's University,2021,Pennsylvania,Philadelphia County,"Philadelphia County, PA",613,14,8258
215798,Saint Vincent College,2021,Pennsylvania,Westmoreland County,"Westmoreland County, PA",426,28,8427
215813,Saint Vincent Seminary,2021,Pennsylvania,Westmoreland County,"Westmoreland County, PA",,,1473
215886,Schuylkill Technology Center,2021,Pennsylvania,Schuylkill County,"Schuylkill County, PA",41,39,2286
215929,University of Scranton,2021,Pennsylvania,Lackawanna County,"Lackawanna County, PA",705,19,1039
215947,Seton Hill University,2021,Pennsylvania,Westmoreland County,"Westmoreland County, PA",564,34,5473
215974,UPMC Shadyside School of Nursing,2021,Pennsylvania,Allegheny County,"Allegheny County, PA",86,26,1844
215983,Sharon Regional School of Nursing,2021,Pennsylvania,Mercer County,"Mercer County, PA",17,59,57
215992,Laurel Technical Institute,2021,Pennsylvania,Mercer County,"Mercer County, PA",59,48,4123
216010,Shippensburg University of Pennsylvania,2021,Pennsylvania,Cumberland County,"Cumberland County, PA",1685,32,1945
216038,Slippery Rock University of Pennsylvania,2021,Pennsylvania,Butler County,"Butler County, PA",2200,30,3195
216047,Saint Charles Borromeo Seminary-Overbrook,2021,Pennsylvania,Montgomery County,"Montgomery County, PA",5,13,1787
216074,South Hills Beauty Academy,2021,Pennsylvania,Allegheny County,"Allegheny County, PA",49,9,652
216083,South Hills School of Business & Technology,2021,Pennsylvania,Centre County,"Centre County, PA",181,59,4159
216162,St Lukes Hospital School of Nursing,2021,Pennsylvania,Lehigh County,"Lehigh County, PA",96,42,580
216223,The Beauty Institute,2021,Pennsylvania,Monroe County,"Monroe County, PA",57,57,15432
216278,Susquehanna University,2021,Pennsylvania,Snyder County,"Snyder County, PA",597,27,6898
216287,Swarthmore College,2021,Pennsylvania,Delaware County,"Delaware County, PA",322,22,9006
216296,Thaddeus Stevens College of Technology,2021,Pennsylvania,Lancaster County,"Lancaster County, PA",513,42,7549
216311,Talmudical Yeshiva of Philadelphia,2021,Pennsylvania,Philadelphia County,"Philadelphia County, PA",31,23,12191
216339,Temple University,2021,Pennsylvania,Philadelphia County,"Philadelphia County, PA",8144,30,2395
216348,Theological Seminary of the Reformed Episcopal Church,2021,Pennsylvania,Montgomery County,"Montgomery County, PA",,,77
216357,Thiel College,2021,Pennsylvania,Mercer County,"Mercer County, PA",342,46,1302
216366,Thomas Jefferson University,2021,Pennsylvania,Philadelphia County,"Philadelphia County, PA",1167,31,15190
216436,Triangle Tech Inc-Pittsburgh,2021,Pennsylvania,Allegheny County,"Allegheny County, PA",62,60,16622
216445,Triangle Tech Inc-Greensburg,2021,Pennsylvania,Westmoreland County,"Westmoreland County, PA",50,40,710
216454,Triangle Tech Inc-Dubois,2021,Pennsylvania,Jefferson County,"Jefferson County, PA",60,45,2774
216463,Trinity Episcopal School for Ministry,2021,Pennsylvania,Beaver County,"Beaver County, PA",,,809
216524,Ursinus College,2021,Pennsylvania,Montgomery County,"Montgomery County, PA",303,20,2865
216542,University of Valley Forge,2021,Pennsylvania,Chester County,"Chester County, PA",237,48,15064
216551,Valley Forge Military College,2021,Pennsylvania,Delaware County,"Delaware County, PA",10,8,1676
216579,Venus Beauty Academy,2021,Pennsylvania,Delaware County,"Delaware County, PA",43,39,4031
216597,Villanova University,2021,Pennsylvania,Delaware County,"Delaware County, PA",781,11,399
216630,Washington Health System School of Nursing,2021,Pennsylvania,Washington County,"Washington County, PA",13,31,1280
216667,Washington & Jefferson College,2021,Pennsylvania,Washington County,"Washington County, PA",342,29,1617
216694,Waynesburg University,2021,Pennsylvania,Greene County,"Greene County, PA",403,32,4009
216746,Welder Training and Testing Institute,2021,Pennsylvania,Lehigh County,"Lehigh County, PA",32,28,1648
216764,West Chester University of Pennsylvania,2021,Pennsylvania,Chester County,"Chester County, PA",3592,24,1416
216773,Western Pennsylvania Hospital School of Nursing,2021,Pennsylvania,Allegheny County,"Allegheny County, PA",49,40,1346
216782,Pittsburgh Career Institute,2021,Pennsylvania,Allegheny County,"Allegheny County, PA",100,46,369
216807,Westminster College,2021,Pennsylvania,Lawrence County,"Lawrence County, PA",355,31,1413
216816,Westminster Theological Seminary,2021,Pennsylvania,Montgomery County,"Montgomery County, PA",,,17784
216825,Westmoreland County Community College,2021,Pennsylvania,Westmoreland County,"Westmoreland County, PA",1219,28,3219
216852,Widener University,2021,Pennsylvania,Delaware County,"Delaware County, PA",587,20,5732
216931,Wilkes University,2021,Pennsylvania,Luzerne County,"Luzerne County, PA",730,33,1947
216940,Williamson College of the Trades,2021,Pennsylvania,Delaware County,"Delaware County, PA",147,59,785
217013,Wilson College,2021,Pennsylvania,Franklin County,"Franklin County, PA",255,24,8061
217040,Yeshivath Beth Moshe,2021,Pennsylvania,Lackawanna County,"Lackawanna County, PA",17,44,6301
217059,York College of Pennsylvania,2021,Pennsylvania,York County,"York County, PA",942,25,10347
217077,YTI Career Institute-York,2021,Pennsylvania,York County,"York County, PA",577,47,2248
217156,Brown University,2021,Rhode Island,Providence County,"Providence County, RI",934,14,8111
217165,Bryant University,2021,Rhode Island,Providence County,"Providence County, RI",349,11,53
217235,Johnson & Wales University-Providence,2021,Rhode Island,Providence County,"Providence County, RI",1802,35,166
217305,New England Institute of Technology,2021,Rhode Island,Kent County,"Kent County, RI",862,47,1541
217323,New England Tractor Trailer Training School of Rhode Island,2021,Rhode Island,Providence County,"Providence County, RI",648,80,3086
217402,Providence College,2021,Rhode Island,Providence County,"Providence County, RI",626,15,821
217420,Rhode Island College,2021,Rhode Island,Providence County,"Providence County, RI",2620,44,5778
217475,Community College of Rhode Island,2021,Rhode Island,Kent County,"Kent County, RI",5807,42,438
217484,University of Rhode Island,2021,Rhode Island,Washington County,"Washington County, RI",3345,22,409
217493,Rhode Island School of Design,2021,Rhode Island,Providence County,"Providence County, RI",314,18,2403
217518,Roger Williams University,2021,Rhode Island,Bristol County,"Bristol County, RI",696,16,5348
217536,Salve Regina University,2021,Rhode Island,Newport County,"Newport County, RI",429,20,184
217581,Empire Beauty School-Warwick,2021,Rhode Island,Providence County,"Providence County, RI",118,64,1194
217606,Northpoint Bible College,2021,Massachusetts,Essex County,"Essex County, MA",151,59,161
217615,Aiken Technical College,2021,South Carolina,Aiken County,"Aiken County, SC",891,46,330
217624,Allen University,2021,South Carolina,Richland County,"Richland County, SC",534,82,1121
217633,Anderson University,2021,South Carolina,Anderson County,"Anderson County, SC",699,23,221
217688,Charleston Southern University,2021,South Carolina,Charleston County,"Charleston County, SC",999,37,93
217712,Technical College of the Lowcountry,2021,South Carolina,Beaufort County,"Beaufort County, SC",734,35,102
217721,Benedict College,2021,South Carolina,Richland County,"Richland County, SC",1230,71,276
217749,Bob Jones University,2021,South Carolina,Greenville County,"Greenville County, SC",239,9,1102
217776,Southern Wesleyan University,2021,South Carolina,Pickens County,"Pickens County, SC",472,44,31
217794,Charleston Cosmetology Institute,2021,South Carolina,Dorchester County,"Dorchester County, SC",98,29,156
217819,College of Charleston,2021,South Carolina,Charleston County,"Charleston County, SC",1961,21,219
217828,Charzanne Beauty College,2021,South Carolina,Greenwood County,"Greenwood County, SC",27,57,19
217837,Northeastern Technical College,2021,South Carolina,Chesterfield County,"Chesterfield County, SC",499,35,11548
217864,Citadel Military College of South Carolina,2021,South Carolina,Charleston County,"Charleston County, SC",582,20,1488
217873,Claflin University,2021,South Carolina,Orangeburg County,"Orangeburg County, SC",1424,72,215
217882,Clemson University,2021,South Carolina,Pickens County,"Pickens County, SC",3146,15,275
217891,Clinton College,2021,South Carolina,York County,"York County, SC",77,65,120
217907,Coker University,2021,South Carolina,Darlington County,"Darlington County, SC",508,53,130
217925,Columbia International University,2021,South Carolina,Richland County,"Richland County, SC",315,37,166
217934,Columbia College,2021,South Carolina,Richland County,"Richland County, SC",500,50,76
217961,Converse University,2021,South Carolina,Spartanburg County,"Spartanburg County, SC",343,47,320
217989,Denmark Technical College,2021,South Carolina,Bamberg County,"Bamberg County, SC",217,40,48
217998,Erskine College,2021,South Carolina,Abbeville County,"Abbeville County, SC",322,44,5088
218025,Florence-Darlington Technical College,2021,South Carolina,Florence County,"Florence County, SC",1517,46,96966
218061,Francis Marion University,2021,South Carolina,Florence County,"Florence County, SC",1688,46,1263
218070,Furman University,2021,South Carolina,Greenville County,"Greenville County, SC",255,11,550
218113,Greenville Technical College,2021,South Carolina,Greenville County,"Greenville County, SC",3484,33,8064
218140,Horry-Georgetown Technical College,2021,South Carolina,Horry County,"Horry County, SC",2527,40,1490
218159,Kenneth Shuler School of Cosmetology-North Augusta,2021,South Carolina,Aiken County,"Aiken County, SC",139,73,16905
218195,Kenneth Shuler School of Cosmetology and Nails-Columbia,2021,South Carolina,Lexington County,"Lexington County, SC",125,68,392
218229,Lander University,2021,South Carolina,Greenwood County,"Greenwood County, SC",1397,41,27179
218238,Limestone University,2021,South Carolina,Cherokee County,"Cherokee County, SC",864,48,4253
218335,Medical University of South Carolina,2021,South Carolina,Charleston County,"Charleston County, SC",46,14,4199
218353,Midlands Technical College,2021,South Carolina,Lexington County,"Lexington County, SC",3457,39,242
218399,Morris College,2021,South Carolina,Sumter County,"Sumter County, SC",324,82,2299
218414,Newberry College,2021,South Carolina,Newberry County,"Newberry County, SC",590,47,8170
218441,North Greenville University,2021,South Carolina,Greenville County,"Greenville County, SC",672,34,8768
218487,Orangeburg Calhoun Technical College,2021,South Carolina,Orangeburg County,"Orangeburg County, SC",954,42,664
218520,Piedmont Technical College,2021,South Carolina,Greenwood County,"Greenwood County, SC",2283,48,5387
218539,Presbyterian College,2021,South Carolina,Laurens County,"Laurens County, SC",307,29,13410
218645,University of South Carolina Aiken,2021,South Carolina,Aiken County,"Aiken County, SC",1228,37,1158
218654,University of South Carolina Beaufort,2021,South Carolina,Beaufort County,"Beaufort County, SC",783,39,234
218663,University of South Carolina-Columbia,2021,South Carolina,Richland County,"Richland County, SC",5331,20,386
218672,University of South Carolina-Lancaster,2021,South Carolina,Lancaster County,"Lancaster County, SC",294,16,221
218681,University of South Carolina-Salkehatchie,2021,South Carolina,Allendale County,"Allendale County, SC",256,29,969
218690,University of South Carolina-Sumter,2021,South Carolina,Sumter County,"Sumter County, SC",243,18,4343
218706,University of South Carolina-Union,2021,South Carolina,Union County,"Union County, SC",151,14,1419
218724,Coastal Carolina University,2021,South Carolina,Horry County,"Horry County, SC",2982,31,19875
218733,South Carolina State University,2021,South Carolina,Orangeburg County,"Orangeburg County, SC",1282,63,16852
218742,University of South Carolina-Upstate,2021,South Carolina,Spartanburg County,"Spartanburg County, SC",2509,45,3083
218751,Sherman College of Chiropractic,2021,South Carolina,Spartanburg County,"Spartanburg County, SC",,,10785
218821,Spartanburg Methodist College,2021,South Carolina,Spartanburg County,"Spartanburg County, SC",600,57,5716
218830,Spartanburg Community College,2021,South Carolina,Spartanburg County,"Spartanburg County, SC",1713,42,2615
218858,Central Carolina Technical College,2021,South Carolina,Sumter County,"Sumter County, SC",1353,47,909
218867,Sumter Beauty College,2021,South Carolina,Sumter County,"Sumter County, SC",,,1507
218885,Tri-County Technical College,2021,South Carolina,Anderson County,"Anderson County, SC",1868,33,644
218894,Trident Technical College,2021,South Carolina,Charleston County,"Charleston County, SC",3191,27,1468
218919,Voorhees College,2021,South Carolina,Bamberg County,"Bamberg County, SC",296,80,2935
218955,Williamsburg Technical College,2021,South Carolina,Williamsburg County,"Williamsburg County, SC",272,43,3437
218964,Winthrop University,2021,South Carolina,York County,"York County, SC",1820,41,2243
218973,Wofford College,2021,South Carolina,Spartanburg County,"Spartanburg County, SC",310,18,1667
218991,York Technical College,2021,South Carolina,York County,"York County, SC",1379,33,866
219000,Augustana University,2021,South Dakota,Minnehaha County,"Minnehaha County, SD",287,17,1886
219037,The Salon Professional Academy,2021,South Dakota,Pennington County,"Pennington County, SD",39,48,889
219046,Black Hills State University,2021,South Dakota,Lawrence County,"Lawrence County, SD",757,22,1865
219082,Dakota State University,2021,South Dakota,Lake County,"Lake County, SD",546,20,883
219091,Dakota Wesleyan University,2021,South Dakota,Davison County,"Davison County, SD",236,30,1557
219125,Paul Mitchell the School-Rapid City,2021,South Dakota,Pennington County,"Pennington County, SD",63,49,2729
219143,Lake Area Technical College,2021,South Dakota,Codington County,"Codington County, SD",724,33,5515
219170,Avera McKennan Hospital School of Radiologic Technology,2021,South Dakota,Minnehaha County,"Minnehaha County, SD",1,4,722
219189,Mitchell Technical College,2021,South Dakota,Davison County,"Davison County, SD",372,32,17027
219198,Mount Marty University,2021,South Dakota,Yankton County,"Yankton County, SD",215,22,23087
219204,National American University-Rapid City,2021,South Dakota,Pennington County,"Pennington County, SD",591,56,334
219240,Sioux Falls Seminary,2021,South Dakota,Minnehaha County,"Minnehaha County, SD",0,0,689
219259,Northern State University,2021,South Dakota,Brown County,"Brown County, SD",402,14,328
219277,Oglala Lakota College,2021,South Dakota,Oglala Lakota County,"Oglala Lakota County, SD",669,55,42
219295,Presentation College,2021,South Dakota,Brown County,"Brown County, SD",211,35,155
219338,Avera Sacred Heart Hospital,2021,South Dakota,Yankton County,"Yankton County, SD",0,0,163
219347,South Dakota School of Mines and Technology,2021,South Dakota,Pennington County,"Pennington County, SD",372,17,157
219356,South Dakota State University,2021,South Dakota,Brookings County,"Brookings County, SD",1842,18,275
219374,Sinte Gleska University,2021,South Dakota,Todd County,"Todd County, SD",343,91,202
219383,University of Sioux Falls,2021,South Dakota,Minnehaha County,"Minnehaha County, SD",358,26,28
219392,Sanford Medical Center,2021,South Dakota,Minnehaha County,"Minnehaha County, SD",1,4,115
219408,Sisseton Wahpeton College,2021,South Dakota,Roberts County,"Roberts County, SD",58,46,797
219426,Southeast Technical College,2021,South Dakota,Minnehaha County,"Minnehaha County, SD",857,37,82
219453,Stewart School,2021,South Dakota,Minnehaha County,"Minnehaha County, SD",80,40,776
219471,University of South Dakota,2021,South Dakota,Clay County,"Clay County, SD",1445,20,7214
219480,Western Dakota Technical College,2021,South Dakota,Pennington County,"Pennington County, SD",443,33,143
219505,American Baptist College,2021,Tennessee,Davidson County,"Davidson County, TN",41,75,129
219587,Arnolds Beauty School,2021,Tennessee,Gibson County,"Gibson County, TN",52,51,165
219596,Tennessee College of Applied Technology-Athens,2021,Tennessee,McMinn County,"McMinn County, TN",141,53,37
219602,Austin Peay State University,2021,Tennessee,Montgomery County,"Montgomery County, TN",4250,47,61
219639,Baptist Health Sciences University,2021,Tennessee,Shelby County,"Shelby County, TN",443,51,236
219709,Belmont University,2021,Tennessee,Davidson County,"Davidson County, TN",1096,17,352
219718,Bethel University,2021,Tennessee,Carroll County,"Carroll County, TN",1263,37,1807
219790,Bryan College-Dayton,2021,Tennessee,Rhea County,"Rhea County, TN",335,28,863
219806,Carson-Newman University,2021,Tennessee,Jefferson County,"Jefferson County, TN",747,43,56
219824,Chattanooga State Community College,2021,Tennessee,Hamilton County,"Hamilton County, TN",2752,37,1127
219833,Christian Brothers University,2021,Tennessee,Shelby County,"Shelby County, TN",504,33,138
219842,Pentecostal Theological Seminary,2021,Tennessee,Bradley County,"Bradley County, TN",0,0,103443
219851,Austin's Beauty College Inc,2021,Tennessee,Montgomery County,"Montgomery County, TN",122,91,347
219879,Cleveland State Community College,2021,Tennessee,Bradley County,"Bradley County, TN",1024,33,458
219888,Columbia State Community College,2021,Tennessee,Maury County,"Maury County, TN",1317,22,58
219903,Concorde Career College-Memphis,2021,Tennessee,Shelby County,"Shelby County, TN",1739,73,52
219921,Tennessee College of Applied Technology-Covington,2021,Tennessee,Tipton County,"Tipton County, TN",226,53,143
219949,Cumberland University,2021,Tennessee,Wilson County,"Wilson County, TN",766,32,947
219976,Lipscomb University,2021,Tennessee,Davidson County,"Davidson County, TN",661,22,37
219994,Tennessee College of Applied Technology-Dickson,2021,Tennessee,Dickson County,"Dickson County, TN",513,47,126
220002,Hussian College-Daymar College Nashville,2021,Tennessee,Davidson County,"Davidson County, TN",64,31,2070
220057,Dyersburg State Community College,2021,Tennessee,Dyer County,"Dyer County, TN",1084,41,1604
220075,East Tennessee State University,2021,Tennessee,Washington County,"Washington County, TN",4117,38,9311
220118,Chattanooga College Medical Dental and Technical Careers,2021,Tennessee,Hamilton County,"Hamilton County, TN",164,68,315
220127,Tennessee College of Applied Technology-Elizabethton,2021,Tennessee,Carter County,"Carter County, TN",459,64,1678
220163,The Hair Academy LLC,2021,Tennessee,Lincoln County,"Lincoln County, TN",37,57,4485
220181,Fisk University,2021,Tennessee,Davidson County,"Davidson County, TN",452,51,37568
220206,Welch College,2021,Tennessee,Sumner County,"Sumner County, TN",79,24,277
220215,Freed-Hardeman University,2021,Tennessee,Chester County,"Chester County, TN",403,23,116
220251,Tennessee College of Applied Technology-Harriman,2021,Tennessee,Roane County,"Roane County, TN",222,35,3809
220279,Tennessee College of Applied Technology-Hartsville,2021,Tennessee,Trousdale County,"Trousdale County, TN",173,22,11998
220321,Tennessee College of Applied Technology-Hohenwald,2021,Tennessee,Lewis County,"Lewis County, TN",289,32,3157
220394,Tennessee College of Applied Technology-Jacksboro,2021,Tennessee,Campbell County,"Campbell County, TN",195,47,4484
220400,Jackson State Community College,2021,Tennessee,Madison County,"Madison County, TN",1687,40,238
220464,John A Gupton College,2021,Tennessee,Davidson County,"Davidson County, TN",76,46,1111
220473,Johnson University,2021,Tennessee,Knox County,"Knox County, TN",309,43,209
220491,Paul Mitchell the School-Murfreesboro,2021,Tennessee,Rutherford County,"Rutherford County, TN",185,47,60
220516,King University,2021,Tennessee,Sullivan County,"Sullivan County, TN",606,42,6493
220552,South College,2021,Tennessee,Knox County,"Knox County, TN",2348,56,802
220598,Lane College,2021,Tennessee,Madison County,"Madison County, TN",913,83,312
220604,Le Moyne-Owen College,2021,Tennessee,Shelby County,"Shelby County, TN",520,80,1096
220613,Lee University,2021,Tennessee,Bradley County,"Bradley County, TN",1387,30,3862
220631,Lincoln Memorial University,2021,Tennessee,Claiborne County,"Claiborne County, TN",793,44,8925
220640,Tennessee College of Applied Technology-Livingston,2021,Tennessee,Overton County,"Overton County, TN",268,15,2127
220701,The University of Tennessee Southern,2021,Tennessee,Giles County,"Giles County, TN",345,44,95
220710,Maryville College,2021,Tennessee,Blount County,"Blount County, TN",417,39,1124
220756,Tennessee College of Applied Technology-McKenzie,2021,Tennessee,Carroll County,"Carroll County, TN",112,54,4644
220765,Genesis Career College-Cookeville,2021,Tennessee,Putnam County,"Putnam County, TN",518,82,6320
220792,Meharry Medical College,2021,Tennessee,Davidson County,"Davidson County, TN",,,64
220853,Tennessee College of Applied Technology-Memphis,2021,Tennessee,Shelby County,"Shelby County, TN",1262,63,10
220862,University of Memphis,2021,Tennessee,Shelby County,"Shelby County, TN",7016,41,18199
220871,Memphis Theological Seminary,2021,Tennessee,Shelby County,"Shelby County, TN",,,368
220978,Middle Tennessee State University,2021,Tennessee,Rutherford County,"Rutherford County, TN",6606,34,9104
220996,Middle Tennessee School of Anesthesia Inc,2021,Tennessee,Davidson County,"Davidson County, TN",,,12916
221050,Tennessee College of Applied Technology-Morristown,2021,Tennessee,Hamblen County,"Hamblen County, TN",525,48,2448
221096,Motlow State Community College,2021,Tennessee,Moore County,"Moore County, TN",1681,26,8842
221102,Tennessee College of Applied Technology-Murfreesboro,2021,Tennessee,Rutherford County,"Rutherford County, TN",359,47,4764
221148,Lincoln College of Technology-Nashville,2021,Tennessee,Davidson County,"Davidson County, TN",1429,63,893
221184,Nashville State Community College,2021,Tennessee,Davidson County,"Davidson County, TN",2554,36,2746
221236,Tennessee College of Applied Technology-Newbern,2021,Tennessee,Dyer County,"Dyer County, TN",327,48,219
221281,Tennessee College of Applied Technology-Paris,2021,Tennessee,Henry County,"Henry County, TN",205,55,1865
221333,Tennessee College of Applied Technology-Pulaski,2021,Tennessee,Giles County,"Giles County, TN",210,24,2300
221351,Rhodes College,2021,Tennessee,Shelby County,"Shelby County, TN",283,15,7022
221388,Tennessee College of Applied Technology-Ripley,2021,Tennessee,Lauderdale County,"Lauderdale County, TN",195,57,1098
221397,Roane State Community College,2021,Tennessee,Roane County,"Roane County, TN",1636,32,2097
221430,Tennessee College of Applied Technology-Crump,2021,Tennessee,Hardin County,"Hardin County, TN",285,25,210
221485,Southwest Tennessee Community College,2021,Tennessee,Shelby County,"Shelby County, TN",3498,46,45
221494,Tennessee College of Applied Technology-Shelbyville,2021,Tennessee,Bedford County,"Bedford County, TN",284,44,7203
221519,The University of the South,2021,Tennessee,Franklin County,"Franklin County, TN",273,16,1236
221582,Tennessee College of Applied Technology-Oneida-Huntsville,2021,Tennessee,Scott County,"Scott County, TN",167,38,875
221591,Tennessee College of Applied Technology-Crossville,2021,Tennessee,Cumberland County,"Cumberland County, TN",387,51,2006
221607,Tennessee College of Applied Technology-McMinnville,2021,Tennessee,Warren County,"Warren County, TN",230,51,861
221616,Tennessee College of Applied Technology-Jackson,2021,Tennessee,Madison County,"Madison County, TN",505,38,639
221625,Tennessee College of Applied Technology-Knoxville,2021,Tennessee,Knox County,"Knox County, TN",616,39,4240
221634,Tennessee College of Applied Technology-Whiteville,2021,Tennessee,Hardeman County,"Hardeman County, TN",,,33188
221643,Pellissippi State Community College,2021,Tennessee,Knox County,"Knox County, TN",2675,28,197
221661,Southern Adventist University,2021,Tennessee,Hamilton County,"Hamilton County, TN",805,34,2625
221670,Southern College of Optometry,2021,Tennessee,Shelby County,"Shelby County, TN",,,68
221731,Tennessee Wesleyan University,2021,Tennessee,McMinn County,"McMinn County, TN",463,45,1200
221740,The University of Tennessee-Chattanooga,2021,Tennessee,Hamilton County,"Hamilton County, TN",3479,34,2996
221759,The University of Tennessee-Knoxville,2021,Tennessee,Knox County,"Knox County, TN",5821,24,264
221768,The University of Tennessee-Martin,2021,Tennessee,Weakley County,"Weakley County, TN",2446,38,585
221829,Tennessee School of Beauty of Knoxville Inc,2021,Tennessee,Knox County,"Knox County, TN",159,33,1819
221838,Tennessee State University,2021,Tennessee,Davidson County,"Davidson County, TN",2933,49,34
221847,Tennessee Technological University,2021,Tennessee,Putnam County,"Putnam County, TN",2869,33,106
221892,Trevecca Nazarene University,2021,Tennessee,Davidson County,"Davidson County, TN",705,34,2243
221908,Northeast State Community College,2021,Tennessee,Sullivan County,"Sullivan County, TN",2124,40,179
221953,Tusculum University,2021,Tennessee,Greene County,"Greene County, TN",584,43,2276
221971,Union University,2021,Tennessee,Madison County,"Madison County, TN",573,27,141
221999,Vanderbilt University,2021,Tennessee,Davidson County,"Davidson County, TN",1131,16,109
222053,Volunteer State Community College,2021,Tennessee,Sumner County,"Sumner County, TN",2856,32,71
222062,Walters State Community College,2021,Tennessee,Hamblen County,"Hamblen County, TN",1841,32,107
222105,William R Moore College of Technology,2021,Tennessee,Shelby County,"Shelby County, TN",144,39,218
222178,Abilene Christian University,2021,Texas,Taylor County,"Taylor County, TX",921,26,1405
222497,Alamo Community College District Central Office,2021,Texas,Bexar County,"Bexar County, TX",,,2203
222567,Alvin Community College,2021,Texas,Brazoria County,"Brazoria County, TX",955,17,237
222576,Amarillo College,2021,Texas,Potter County,"Potter County, TX",3736,41,236
222628,Amberton University,2021,Texas,Dallas County,"Dallas County, TX",35,19,215
222822,Angelina College,2021,Texas,Angelina County,"Angelina County, TX",1489,35,188
222831,Angelo State University,2021,Texas,Tom Green County,"Tom Green County, TX",2684,29,85
222877,Arlington Baptist University,2021,Texas,Tarrant County,"Tarrant County, TX",111,70,953
222886,Arlington Career Institute,2021,Texas,Tarrant County,"Tarrant County, TX",301,55,4221
222938,The Art Institute of Houston,2021,Texas,Harris County,"Harris County, TX",213,42,540
222983,Austin College,2021,Texas,Grayson County,"Grayson County, TX",423,33,239
222992,Austin Community College District,2021,Texas,Travis County,"Travis County, TX",8259,21,219
223001,Austin Presbyterian Theological Seminary,2021,Texas,Travis County,"Travis County, TX",,,56
223056,Baldwin Beauty School-South Austin,2021,Texas,Travis County,"Travis County, TX",38,47,9859
223083,Baptist Health System School of Health Professions,2021,Texas,Bexar County,"Bexar County, TX",265,47,57
223117,Baptist Missionary Association Theological Seminary,2021,Texas,Cherokee County,"Cherokee County, TX",17,35,2020
223223,Baylor College of Medicine,2021,Texas,Harris County,"Harris County, TX",,,697
223232,Baylor University,2021,Texas,McLennan County,"McLennan County, TX",2371,16,12577
223320,Coastal Bend College,2021,Texas,Bee County,"Bee County, TX",1225,30,84
223427,Blinn College,2021,Texas,Washington County,"Washington County, TX",3951,22,34
223463,Remington College-Dallas Campus,2021,Texas,Dallas County,"Dallas County, TX",432,69,117
223472,Vet Tech Institute of Houston,2021,Texas,Harris County,"Harris County, TX",132,65,81
223506,Brazosport College,2021,Texas,Brazoria County,"Brazoria County, TX",572,15,153
223816,Central Texas College,2021,Texas,Coryell County,"Coryell County, TX",3113,31,200
223852,Charles and Sues School of Hair Design,2021,Texas,Brazos County,"Brazos County, TX",15,48,82
223898,Cisco College,2021,Texas,Eastland County,"Eastland County, TX",855,26,36
223922,Clarendon College,2021,Texas,Donley County,"Donley County, TX",406,29,5601
224004,Concordia University Texas,2021,Texas,Travis County,"Travis County, TX",362,21,1191
224013,BK Cosmo College of Cosmetology,2021,Texas,Kerr County,"Kerr County, TX",39,65,558
224110,North Central Texas College,2021,Texas,Cooke County,"Cooke County, TX",1555,19,964
224147,Texas A & M University-Corpus Christi,2021,Texas,Nueces County,"Nueces County, TX",3242,38,3763
224156,Paul Mitchell the School-Dallas,2021,Texas,Dallas County,"Dallas County, TX",251,47,14925
224226,Dallas Baptist University,2021,Texas,Dallas County,"Dallas County, TX",739,26,129
224244,Dallas Christian College,2021,Texas,Dallas County,"Dallas County, TX",100,41,314
224271,Dallas Institute of Funeral Service,2021,Texas,Dallas County,"Dallas County, TX",191,50,99
224305,Dallas Theological Seminary,2021,Texas,Dallas County,"Dallas County, TX",,,381
224323,University of Dallas,2021,Texas,Dallas County,"Dallas County, TX",356,25,960
224350,Del Mar College,2021,Texas,Nueces County,"Nueces County, TX",3210,30,13821
224527,East Texas Baptist University,2021,Texas,Harrison County,"Harrison County, TX",568,36,2539
224545,Texas A&M University-Texarkana,2021,Texas,Bowie County,"Bowie County, TX",914,52,8644
224554,Texas A & M University-Commerce,2021,Texas,Hunt County,"Hunt County, TX",3302,40,206
224615,Dallas College,2021,Texas,Dallas County,"Dallas County, TX",16328,22,76263
224642,El Paso Community College,2021,Texas,El Paso County,"El Paso County, TX",9058,35,11402
224660,Western Technical College,2021,Texas,El Paso County,"El Paso County, TX",412,53,2202
224679,Western Technical College,2021,Texas,El Paso County,"El Paso County, TX",1002,48,2061
224712,Episcopal Theological Seminary of the Southwest,2021,Texas,Travis County,"Travis County, TX",,,574
224758,Exposito School of Hair Design,2021,Texas,Potter County,"Potter County, TX",36,64,551
